date,max_temp,min_temp,avg_temp
2026-05-21,23.9,10.9,17.4
2026-05-22,28.8,12.7,20.75
2026-05-23,31.6,16.0,23.8
2026-05-24,32.6,18.9,25.75
2026-05-25,33.1,20.5,26.8
2026-05-26,33.8,19.0,26.4
2026-05-27,32.9,19.3,26.1
2026-05-28,33.3,21.2,27.25
2026-05-29,33.2,21.1,27.150000000000002
2026-05-30,34.5,22.1,28.3
2026-05-31,22.7,17.6,20.15
2026-06-01,26.3,15.0,20.65
2026-06-02,21.9,15.8,18.85
2026-06-03,20.6,14.3,17.450000000000003
2026-06-04,20.5,14.1,17.3
